id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
1904.06340v1,2019-04-12T17:43:06Z,2019-04-12T17:43:06Z,"A Composite Likelihood-based Approach for Change-point Detection in
  Spatio-temporal Process","This paper develops a unified, accurate and computationally efficient method
for change-point inference in non-stationary spatio-temporal processes. By
modeling a non-stationary spatio-temporal process as a piecewise stationary
spatio-temporal process, we consider simultaneous estimation of the number and
locations of change-points, and model parameters in each segment. A composite
likelihood-based criterion is developed for change-point and parameters
estimation. Asymptotic theories including consistency and distribution of the
estimators are derived under mild conditions. In contrast to classical results
in fixed dimensional time series that the asymptotic error of change-point
estimator is $O_{p}(1)$, exact recovery of true change-points is guaranteed in
the spatio-temporal setting. More surprisingly, the consistency of change-point
estimation can be achieved without any penalty term in the criterion function.
A computational efficient pruned dynamic programming algorithm is developed for
the challenging criterion optimization problem. Simulation studies and an
application to U.S. precipitation data are provided to demonstrate the
effectiveness and practicality of the proposed method.
",Zifeng Zhao|Ting Fung Ma|Wai Leong Ng|Chun Yip Yau,NA,http://arxiv.org/abs/1904.06340v1,http://arxiv.org/pdf/1904.06340v1,NA,NA,NA,NA,stat.ME,stat.ME,1904.06340v1.txt,0,,0,,
1911.11807v1,2019-11-26T19:45:28Z,2019-11-26T19:45:28Z,Federated Learning for Ranking Browser History Suggestions,"Federated Learning is a new subfield of machine learning that allows fitting
models without collecting the training data itself. Instead of sharing data,
users collaboratively train a model by only sending weight updates to a server.
To improve the ranking of suggestions in the Firefox URL bar, we make use of
Federated Learning to train a model on user interactions in a
privacy-preserving way. This trained model replaces a handcrafted heuristic,
and our results show that users now type over half a character less to find
what they are looking for. To be able to deploy our system to real users
without degrading their experience during training, we design the optimization
process to be robust. To this end, we use a variant of Rprop for optimization,
and implement additional safeguards. By using a numerical gradient
approximation technique, our system is able to optimize anything in Firefox
that is currently based on handcrafted heuristics. Our paper shows that
Federated Learning can be used successfully to train models in
privacy-respecting ways.
",Florian Hartmann|Sunah Suh|Arkadiusz Komarzewski|Tim D. Smith|Ilana Segall,NA,http://arxiv.org/abs/1911.11807v1,http://arxiv.org/pdf/1911.11807v1,NA,NA,NA,NA,cs.LG,cs.LG|cs.IR|stat.ML,1911.11807v1.txt,0,,0,,
1909.09730v2,2019-09-20T21:59:31Z,2020-02-06T07:18:56Z,"A New Gravitational Wave Signature of Low-$T/|W|$ Instability in Rapidly
  Rotating Stellar Core Collapse","We present results from a full general relativistic three-dimensional
hydrodynamics simulation of rapidly rotating core-collapse of a 70 M$_{\odot}$
star with three-flavor spectral neutrino transport. We find a strong
gravitational wave (GW) emission that originates from the growth of the one-
and two-armed spiral waves extending from the nascent proto-neutron star (PNS).
The GW spectrogram shows several unique features that are produced by the
non-axisymmetric instabilities. After bounce, the spectrogram first shows a
transient quasi-periodic time modulation at $\sim$ 450 Hz. In the second active
phase, it again shows the quasi-periodic modulation but with the peak frequency
increasing with time, which continues until the final simulation time. From our
detailed analysis, such features can be well explained by a combination of the
so-called low-$T/|W|$ instability and the PNS core contraction.
",Shota Shibagaki|Takami Kuroda|Kei Kotake|Tomoya Takiwaki,NA,http://arxiv.org/abs/1909.09730v2,http://arxiv.org/pdf/1909.09730v2,http://dx.doi.org/10.1093/mnrasl/slaa021,"6 pages, 5 figures, accepted for publication in MNRAS Letters",NA,10.1093/mnrasl/slaa021,astro-ph.HE,astro-ph.HE,1909.09730v2.txt,0,,0,,
1912.10821v1,2019-12-17T17:23:36Z,2019-12-17T17:23:36Z,Big Data in Cloud Computing Review and Opportunities,"Big Data is used in decision making process to gain useful insights hidden in
the data for business and engineering. At the same time it presents challenges
in processing, cloud computing has helped in advancement of big data by
providing computational, networking and storage capacity. This paper presents
the review, opportunities and challenges of transforming big data using cloud
computing resources.
",Manoj Muniswamaiah|Tilak Agerwala|Charles Tappert,NA,http://arxiv.org/abs/1912.10821v1,http://arxiv.org/pdf/1912.10821v1,http://dx.doi.org/10.5121/ijcsit.2019.11404,NA,NA,10.5121/ijcsit.2019.11404,cs.DC,cs.DC,1912.10821v1.txt,0,,0,,
1912.01370v1,2019-12-03T13:57:34Z,2019-12-03T13:57:34Z,Martingales of stochastic Laplacian growth,"A family of exponential martingales of a stochastic Laplacian growth problem
is proposed. Stochastic Laplacian growth describes a regularized interface
dynamics in a two-fluid system, where the viscous fluid is incompressible at a
large scale, while compressible at a small scale in the vicinity of the
interface. Hence, random fluctuations of pressure near the boundary are
inevitable. By using Loewner-Kufarev equation, we study interface dynamics
generated by nonlocal random Loewner measure, which produces the patterns with
viscous fingers. We use a Schottky double construction to introduce a
one-parametric family of functions of random processes on the double closely
connected to the correlation functions of primary operators of the boundary
conformal field theory in the Coulomb gas framework. For a specific value of
the parameter, these functions are martingales with respect to stochastic
Loewner flow on the Schottky double. A connection between the proposed
algebraic construction and the physical problem of stochastic interface
dynamics relies on the Hadamard's variational formula. Namely, the variation of
pressure in stochastic Laplacian growth near the interface is given by the
covariance of martingales on the double.
",Oleg Alekseev,NA,http://arxiv.org/abs/1912.01370v1,http://arxiv.org/pdf/1912.01370v1,http://dx.doi.org/10.1016/j.physd.2020.132629,"25 pages, 4 figures",NA,10.1016/j.physd.2020.132629,math-ph,math-ph|math.MP|math.PR|nlin.PS,1912.01370v1.txt,0,,0,,
1910.01866v2,2019-10-04T10:53:10Z,2020-02-13T15:52:30Z,"Predicting graphene's nonlinear-optical refractive response for
  propagating pulses","Nonlinear-optical refraction is typically described by means of perturbation
theory near the material's equilibrium state. Graphene, however, can easily
move far away from its equilibrium state upon optical pumping, yielding strong
nonlinear responses that cannot be modeled as mere perturbations. So far, one
is still lacking the required theoretical expressions to make predictions for
these complex nonlinear effects and to account for their evolution in time and
space. Here, this long-standing issue is solved by the derivation of
population-recipe-based expressions for graphene's nonperturbative
nonlinearities. The presented framework successfully predicts and explains the
various nonlinearity magnitudes and signs observed for graphene over the past
decade, while also being compatible with the nonlinear pulse propagation
formalism commonly used for waveguides.
",David Castello-Lurbe|Hugo Thienpont|Nathalie Vermeulen,NA,http://arxiv.org/abs/1910.01866v2,http://arxiv.org/pdf/1910.01866v2,NA,"1 figure, 1 table",NA,NA,physics.optics,physics.optics|cond-mat.mes-hall|78Axx,1910.01866v2.txt,0,,0,,
1901.08052v1,2019-01-23T02:00:30Z,2019-01-23T02:00:30Z,The thickness of the Kronecker product of graphs,"The thickness of a graph $G$ is the minimum number of planar subgraphs whose
union is $G$. In this paper, we present sharp lower and upper bounds for the
thickness of the Kronecker product $G\times H$ of two graphs $G$ and $H$. We
also give the exact thickness numbers for the Kronecker product graphs
$K_n\times K_2$, $K_{m,n}\times K_2$ and $K_{n,n,n}\times K_2$.
",Xia Guo|Yan Yang,NA,http://arxiv.org/abs/1901.08052v1,http://arxiv.org/pdf/1901.08052v1,NA,19 pages,NA,NA,math.CO,math.CO|05C76,1901.08052v1.txt,0,,0,,
1901.07016v1,2019-01-21T18:08:11Z,2019-01-21T18:08:11Z,"A simple mechanochemical model for calcium signalling in embryonic
  epithelial cells","Calcium (Ca2+) signalling is one of the most important mechanisms of
information propagation in the body. In embryogenesis the interplay between
Ca2+ signalling and mechanical forces is critical to the healthy development of
an embryo but poorly understood. Several types of embryonic cells exhibit
calcium-induced contractions and many experiments indicate that Ca2+ signals
and contractions are coupled via a two-way mechanochemical coupling. We present
a new analysis of experimental data that supports the existence of this
coupling during Apical Constriction in Neural Tube Closure. We then propose a
mechanochemical model, building on early models that couple Ca2+ dynamics to
cell mechanics and replace the bistable Ca2+ release with modern,
experimentally validated Ca2+ dynamics. We assume that the cell is a linear
viscoelastic material and model the Ca2+-induced contraction stress with a Hill
function saturating at high Ca2+ levels. We also express, for the first time,
the ""stretch-activation"" Ca2+ flux in the early mechanochemical models as a
bottom-up contribution from stretch-sensitive Ca2+ channels on the cell
membrane. We reduce the model to three ordinary differential equations and
analyse its bifurcation structure semi-analytically as the $IP_3$
concentration, and the ""strength"" of stretch activation, $\lambda$ vary. The
Ca2+ system ($\lambda=0$, no mechanics) exhibits relaxation oscillations for a
certain range of $IP_3$ values. As $\lambda$ is increased the range of $IP_3$
values decreases, the oscillation amplitude decreases and the frequency
increases. Oscillations vanish for a sufficiently high value of $\lambda$.
These results agree with experiments in embryonic cells that also link the loss
of Ca2+ oscillations to embryo abnormalities. The work addresses a very
important and understudied question on the coupling of chemical and mechanical
signalling in embryogenesis.
",Katerina Kaouri|Philip K. Maini|Paris Skourides|Neophytos Christodoulou|S. Jonathan Chapman,NA,http://arxiv.org/abs/1901.07016v1,http://arxiv.org/pdf/1901.07016v1,NA,"37 pages (this is the revised version after being accepted with minor
  revisions at the Journal of Mathematical Biology)",NA,NA,q-bio.QM,q-bio.QM,1901.07016v1.txt,0,,0,,
1909.05064v2,2019-09-11T14:01:27Z,2019-09-26T06:32:28Z,The third Milgram-Priddy class lifts,"We show that the third cohomology of the finite general linear group
$GL_6(\mathbb{F}_2)$ with trivial mod 2 coefficients is non-zero. The
necessarily unique non-trivial element restricts to the third Milgram-Priddy
class.
",Markus Szymik,NA,http://arxiv.org/abs/1909.05064v2,http://arxiv.org/pdf/1909.05064v2,NA,7 pages,J. Algebra 547 (2020) 173-178,NA,math.KT,math.KT|math.AT|math.GR|math.RT,1909.05064v2.txt,0,,0,,
1908.09944v2,2019-08-26T22:34:54Z,2020-09-17T03:11:26Z,M$^2$-Spectral Estimation: A Relative Entropy Approach,"This paper deals with M$^2$-signals, namely multivariate (or vector-valued)
signals defined over a multidimensional domain. In particular, we propose an
optimization technique to solve the covariance extension problem for stationary
random vector fields. The multidimensional Itakura-Saito distance is employed
as an optimization criterion to select the solution among the spectra
satisfying a finite number of moment constraints. In order to avoid
technicalities that may happen on the boundary of the feasible set, we deal
with the discrete version of the problem where the multidimensional integrals
are approximated by Riemann sums. The spectrum solution is also discrete, which
occurs naturally when the underlying random field is periodic. We show that a
solution to the discrete problem exists, is unique and depends smoothly on the
problem data. Therefore, we have a well-posed problem whose solution can be
tuned in a smooth manner. Finally, we have applied our theory to the target
parameter estimation problem in an integrated system of automotive modules.
Simulation results show that our spectral estimator has promising performance.
",Bin Zhu|Augusto Ferrante|Johan Karlsson|Mattia Zorzi,NA,http://arxiv.org/abs/1908.09944v2,http://arxiv.org/pdf/1908.09944v2,NA,"17 pages in Automatica double-column template, 6 figures.
  Provisionally accepted as Regular Paper in Automatica",NA,NA,math.OC,math.OC|eess.SP|30E05,1908.09944v2.txt,0,,0,,
